"date","day","month","year","text","nmonth","leagues","Course"
1492-10-19,"19","OCTOBER","1492","""""At dawn I weighed the anchors and sent the caravel Pinta to the east and south-east and the caravel Nina to the south-south-east, and I, with the ship went to the south-east, having given orders that both should follow that course until mid-day, and then that both should change their courses and seek me: and then, before three hours had passed, we saw an island to the east towards which we directed ourselves, and all three ships reached it at the northern point before mid-day, where there is a rocky islet and a reef outside of it to the north, and another between it and the large island: The men from San Salvador whom I am carrying, named this island Saomete, and I named it Isabella. The wind was north and the said rocky islet was in the course of the island of Fernandina, from whence I had sailed east by west. And the coast of Isabella then extended from the rocky islet to the west 12 leagues, as far as a cape which I called the Cabo Hermoso, which is on the western side: and thus it is beautiful, round and very prominent with no shoals outside of it and at the point it is rocky and low, and farther inland there is a sandy beach, as is almost all the said coast: and I anchored here this night, Friday, until morning. All this coast and the part of the island which I saw, is almost all a beach and the island is the most beautiful thing I ever saw: for if the others are very beautiful, this is more so: it has many very green and very large trees: and the land is higher than that of the other islands which have been found. And on it there are some hillocks which cannot he called mountains, but which beautify the rest, and there appear to be many waters yonder in the centre of the island. From this side to the north-east there is a large point and there are many large thick groves. I wished to go and anchor at this point in order to land and see such a beautiful place: hut the water was shallow and I could not anchor except quite a way from land and the wind was very favourable for me to come to this cape, where I now anchored, and which I named Cabo Hermoso {Cape Beautiful} for such it is: and so I did not anchor at that point and also because I saw this cape from yonder, so green and so beautiful like all the other things and lands of these islands, so that I do not know where to go first: neither do my eyes weary of seeing such beautiful verdure so different from ours, and also I believe that there are here many herbs and trees, which are of great value in Spain for dyeing, for medicines and for spices, but I do not know them, which troubles me greatly. And on reaching this cape there came such a soft, sweet smell of flowers or trees from the land, that it was the sweetest thing in the world. In the morning before leaving here I will go on land to see what is here at this cape. There is no village except farther inland where these men I am bringing with me, say the King is and that he wears a great deal of gold. And in the morning I wish to go far enough to find the village and see or talk with the King, for according to the signs made by these Indians, he rules all these neighbouring islands and is clothed and wears a great deal of gold upon his person; although I do not put much faith in their sayings, as much because I do not understand them well, as because of knowing them to he so poor in gold that whatever small quantity this King wears it appears a great deal to them. This cape which I call Cabo Fermoso, I believe is an island apart from Saometo, and even that there is another small one midway between. I do not care to see so much thus in detail, because I could not do that in 50 years, and because I wish to go and discover the most that I can, in order to return to your Highnesses, God willing, in April. It is true that if I find where there is a quantity of gold or spices, it will detain me until I obtain as much as possible of them: and on this account I am not doing other than to go in search of them.""""","10",NA,NA
1492-10-20,"20","OCTOBER","1492","""""To-day at sunrise, I weighed anchors from where I was anchored with the ship at this island of Saometo at the south-west cape which I named the Cabo de la laguna, as I had named the island Isabella, to navigate to the north-east and to the east from the south-eastern and southern part {of the island}, where, as I heard from these men I have with me, there was a village and also the King of the island: and I found all the water so shallow that I could not enter or sail to it, and I saw that by following the south-west route it would be a very large detour, and for this reason I determined to return by the north-north-east on the western side, the way I had come, and sail around this island in order to {lacuna: perhaps reconocerla--reconnoitre}. The wind was so light that I never could coast along the land except in the night: and as it is dangerous to anchor among these islands except in the daytime, when the eves can see where the anchor is thrown, because the bottom is all unequal, one spot suitable and another not,--I began to stand off and on all this Sunday night. The caravels anchored because they reached land early, and they thought that with the signals which they were accustomed to make, I would go and anchor, but I did not wish to do so.""""","10",NA,NA
1492-10-21,"21","OCTOBER","1492","""""At 10 o'clock I arrived here at this point of the islet and anchored as did also the caravels: and after having eaten, I landed. There was no other village here except one house, in which I did not find any one, as I believe they had fled through fear because all their domestic utensils were in the house. I did not allow my people to touch anything but I went with them and with these captains and people to see the island. If the other islands already seen are very beautiful, green and fertile, this one is much more so and has very large green groves. There are some large lakes here and upon them and around them, there are wonderful groves. They are very green here as well as in all the island and the grass is the same as it is in April in Andalusia. And the singing of the little birds is such that it appears a man would wish never to leave here, and the flocks of parrots obscure the sun. And there are large and small birds of so many kinds and so different from ours, that it is wonderful. And then there are a thousand kinds of trees, each with its own fruit and they are all wonderfully odoriferous. I am the most troubled man in the world that I do not know them, because I am very certain that they are all valuable things and I am bringing specimens of them and also of the herbs. In walking thus around one of these lakes I saw a serpent which we killed and I am bringing the skin to your Highnesses. When it saw us, it threw itself into the lake and we followed it there, as the water was not very deep, until we killed it with spears. It is seven palms in length. I believe there are many serpents like this one here in this lake. Here I recognised some aloes and to-morrow I have determined to have ten quintals brought to the ship, because they tell me it is very valuable. Also in searching for good water, we went to a village near here, a half league from where I am anchored: and the people of this village, as they saw us, all took to flight and left their houses, and hid their clothing ropas and what they possessed in the mountain. I did not allow anything to be taken, not the value of a pin. Afterward some of the men approached us and one came quite up to us. I gave him some hawk's bells and some little glass beads and he was very much pleased and very joyful. And that the friendship might increase and that I might require something of them, I asked him for water. And after I went on board the ship, they then came to the shore with their gourds full, and were very much pleased to give it to us. And I ordered that another string of little glass beads should be given them, and they said that they would come here to-morrow. I wished to fill all the ship's butts with water here; therefore, if the weather permits, I will then start and sail around this island, until I have speech with the King and see if I can obtain from him the gold which I hear he wears. And afterward I will leave for another very large island which I believe must be Cipango, according to the indications which those Indians I am taking with me, give me, and which they call Colba. They say that at this island there are many large ships and many skilled seamen. Near this island there is another which they call Bosio, which they say is also very large. And I will see the other islands which lie between in passing, and according to whether I find a quantity of gold or spices, I will determine what must be done. But still, I have determined to go to the mainland to the city of Guisay and give your Highnesses' letters to the Great Khan, and beg for a reply and come back with it.""""","10",NA,NA
1492-10-22,"22","OCTOBER","1492","All this night and to-day I remained here, waiting to see if the King of this country or other persons would bring gold or anything else of substance: and many of these people came, similar to the other people of the other islands, naked like them and painted, some white, some reddish, some blackish, and in many different fashions. They brought spears and some balls of cotton to trade, which they exchanged here with some sailors for pieces of glass, broken cups, and for pieces of earthen porringers. Some of them wore pieces of gold fastened to their noses, which they willingly gave for a hawk's bell suitable for the foot of a sparrow-hawk, and for small glass beads; but it is so small a quantity of gold, that it is nothing. It is true that however little was given them for the gold, they yet considered our coming very wonderful and believed that we had come from heaven. We took water for the ships from a lake here which is near the Point of the Island {cabo del isleo} as I shall name it: and in the said lake Martin Alonso Pinzon, captain of the Pinta, killed another serpent like the one of yesterday which was seven palms in length, and here I had all the aloes taken which were found.""""","10",NA,NA
1492-10-23,"23","OCTOBER","1492","""""I would like to leave here to-day for the island of Cuba which I believe must be Cipango {Japan} according to the description which these people give of its size and richness, and I will not remain here longer, neither {lacuna: perhaps--will I sail} around this island to go to the village, as I had determined, in order to talk with this King or Lord. For I must not delay much since I see that there is no gold-mine and it needs many kinds of winds to sail around this island, and it does not blow thus as men would like. And as I must go where great trade may be had, I say that it is not reasonable to delay, but to pursue my journey and discover much land until I encounter a very profitable country, although my understanding is that this one is very well provided with spices: but I do not know them, which causes me the greatest trouble in the world, as I see a thousand species of trees, each of which has its kind of fruit and they are as green now as they are in Spain in the months of May and June: and there are a thousand kinds of herbs the same as of flowers, and of them all I recognised only these aloes, of which I to-day also ordered a large quantity brought to the ship to carry it to your Highnesses. And I have not made nor am I making sail for Cuba, because there is no wind, but a dead calm, and it rains hard: and it rained a great deal yesterday without making it cool, but rather it is warm during tile day and the nights are temperate like those in Spain in the month of May in Andalusia.""""","10",NA,NA
1492-10-24,"24","OCTOBER","1492","""""This night at midnight I weighed the anchors from the Cabo del Isleo on the island of Isabella, which is on the northern part and is where I bad stopped, in order to go to the island of Cuba which I heard from these people was very large and would yield much trade, and that there was upon it gold and spices and large vessels and merchants: and they showed me that a course west-south-west would lead to it and I think it is so. Because I believe that if what these Indians from these islands and those I am taking on the ships have indicated to me by signs (as I do not understand the language) is true, it is the island of Cipango in regard to which they are telling wonderful things: and according to the spheres which I saw and the drawings of mappemondes it is in this region: Thus I sailed to the west-south-west until day, and at day-break the wind calmed and it rained, and it was so almost all the night. And I remained in this condition with a slight wind until past mid-day and then it commenced to blow again very pleasingly, and I spread all my sails on the ship, the main-sail, and two bonnets, the fore-sail, the sprit-sail, the mizzen-sail the main-top-sail and the small sail in the stern. So I went on my course until nightfall and then Cabo Verde on the island of Fernandina which the southern point of the western part of the island was north-west of me, and it was at a distance from me of seven leagues. And as it was still blowing strongly and I did not know how far it might be to the said island of Cuba, and in order not to go in search of it at night because the water around all these islands is very deep so that there is no anchorage save at a distance of two lombard shots, and the bottom is all either rocky or sandy so that one cannot anchor safely without seeing,--for these reasons I decided to lower all the sails except the fore-sail and navigate with that: and after a short time the wind increased very much and I went quite a distance without being sure of my course, and it was very dark and cloudy and it rained. I ordered the fore-sail lowered and we did not go two leagues this night, etc.""""","10",NA,NA
1492-10-25,"25","OCTOBER","1492","After sunrise he sailed to the west-south-west until 9 o'clock and they went about five leagues. Afterwards he changed the course to the west. They went eight miles an hour until one hour after mid-day and from then until three o'clock, and they went about 44 miles. Then they saw land and there were seven or eight islands all dong from north to south. They were five leagues distant from them, etc.","10",NA,NA
1492-10-26,"26","OCTOBER","1492","He was south of the said islands. It was all shallow water for five or six leagues and he anchored there. The Indians he was carrying with him said that it was a day and a half's journey from these islands to Cuba with their canoes, which are small wooden vessels which do not carry sail. These are the canoes. He started from there for Cuba, because from the descriptions which the Indians gave him of the size of the island and of the gold and pearls on it, he thought that it was the one,--that is to say Cipango.","10",NA,NA
1492-10-27,"27","OCTOBER","1492","After sunrise he weighed the anchors from those islands which he called Las Islas de Arena, on account of the shallow water which extends six leagues to the south of them. He went eight miles an hour to the south-south-west until one o'clock and they might have gone 40 miles, and until night they went about 28 miles on the same course, and before night they saw land. They remained quiet that night, making observations during which time it rained very hard. Saturday they went until sunset 17 leagues to the south-south-west.","10",NA,NA
1492-10-28,"28","OCTOBER","1492","He went from there in search of the island of Cuba to the south-south-west, to the nearest part of the island, and entered a very beautiful river which was very free from dangerous shoals and other inconveniences. And the water all along the coast there was very deep and very clear as far as the shore. The mouth of the river was 12 fathoms deep and it is quite wide enough to beat about. He anchored inside, he says, at a distance of a lombard shot. The Admiral says that he never saw anything so beautiful, the country around the river being full of trees, beautiful and green and different from ours, with flowers and each with its own kind of fruit. There were many large and small birds which sang very sweetly, and there was a great quantity of palms differing from those in Guinea and from ours. They were of medium height without any bark at the foot and the leaves are very large, with which the Indians cover the houses. The country is very level. The Admiral jumped into the boat and went to land, and approached two houses which he believed to be those of fishermen who fled in fear. In one of the houses they found a dog which never barked and in both houses they found nets made of palm-threads and cords and fish-hooks of horn and harpoons of bone and other fishing materials and many fires (huegos) within and he believed that many persons lived together in each house. He ordered that not one thing should he touched, and thus it was done. The grass was as tall as in Andalusia in the months of April and May. He found much purslain and wild amaranth. He returned to the boat and went up the river a good distance and he says it was such a great pleasure to see that verdure and those groves and the birds that he could not leave them to return. He says that this island is the most beautiful one that eyes have seen, full of very good harbours and deep rivers and it appeared that the sea never rose because the grass on the beach reached almost to the water, which does not usually happen when the sea is rough. Until then he had never found in all those islands that the sea was rough. The island, he says, is filled with very beautiful mountains, although they are not very long but high and all the other land is high like Sicily. It is full of many waters, according to what he was able to understand from the Indians he was taking with him, whom he took in the island of Guanahani, who told him by signs that there are ten large rivers and that with their canoes they cannot go around it in twenty days. When he was going to land with the ships, two rafts or canoes came out and as they saw that the sailors entered the boat and were rowing in order to go and find out the depth of the river so as to know where they could anchor, the canoes fled. The Indians said that in that island there were mines of gold and pearls, and the Admiral saw a good place for them and for mussels which is an indication of them, and the Admiral understood that large ships belonging to the Great Khan came there, and that from there to the mainland it was a ten days' journey. The Admiral named that river and harbour San Salvador.","10",NA,NA
1492-10-29,"29","OCTOBER","1492","He weighed the anchors from that harbour and navigated to the west he says, in order to go to the city where it appeared to him from what the Indians said that the King dwelt. One point of the island projected to the north-west six leagues from there, another point projected to the east ten leagues: having gone another league he saw a river not with as wide an entrance as the other which he named the Rio de la Luna. He sailed until the hour of vespers. He saw another river very much larger than the others, and the Indians told him so by signs, and near this river he saw good villages of houses. He named the river the Rio de Mares. He sent the boats to a village to have speech with the Indians, and in one of the boats he sent an Indian from among those he was taking with him, because the Indians already understood them somewhat and showed that they were pleased with the Christians. All the men and women and children fled from these people abandoning the houses with all they had, and the Admiral ordered that nothing would be touched. He says that the houses were more beautiful than those he had seen and he believed that the nearer they approached the mainland the better they were. They were constructed like pavilions, very large, and appeared like royal tents without uniformity of streets, but one here and another there, and within they were very well swept and dean, and their furnishings were arranged in good order. All are built of very beautiful palm branches. They found many statues of women's forms and many heads like masks, very well made. it is not known whether they have them because of their beauty or whether they adore them. There were dogs which never barked. There were small wild birds tamed in their houses. There were wonderful outfits of nets and hooks and fishing implements. They did not touch one thing among them. The Admiral believed that all the Indians on the coast must be fishermen who carry the fish inland, because that island is very large and so beautiful that he could not say too much good of it. He says that he found trees and fruits of a very wonderful taste. And he says that there must be cows and other herds of cattle on this island, because he saw skulls which appeared to him to be skulls of cows. There were large and small birds and the crickets sang all the night, which pleased every one. The breezes were soft and pleasant during all the night, neither cold nor warm. But in regard to the other islands he says that it is very warm upon them and here it is not, but temperate as in May. He attributes the heat of the other islands to their being very level, and to the fact that the wind which blows there is from the south and on that account very warm. The water in those rivers was salt at the mouth. They did not know the sources whence the Indians drank although they had fresh water in their houses. The ships were able to turn around in the river to enter and to go out and they have very good signs or marks. They are seven or eight fathoms deep at the mouth and five within. He says that it appears to him that all that sea must always be as calm as the river of Seville, and the water suitable for the growth of pearls. He found large snails without taste, not like those in Spain. He described the disposition of the river and the harbour which he says above that he named San Salvador, by saying that its mountains are beautiful and high, like the Rock of the Lovers (pena de lo senamorados) and one of them has at the summit another little mount like a beautiful mosque. This river and harbour in which he was at this time, has to the south-east two quite round mountains and to the west-north-west a beautiful level cape which projects outward.","10",NA,NA
1492-10-30,"30","OCTOBER","1492","He went out of the Rio de Mares to the north-west and after having gone fifteen leagues he saw a cape covered with palms and named it Cabo de Palmas. The Indians who were in the caravel Pinta said that behind that cape there was a river and from the river to Greta it was four days' journey and the captain of the Pinta said that he understood that this Cuba was a city, and that that country was the mainland, very large, which extends very far to the north; and that the King of that country was at war with the Great Khan, whom they called Cami, and his country or city they called Fava and many other names. The Admiral determined to approach that river and send a present to the King of the Country and send him the letter from the Sovereigns, and for this purpose he had a sailor who had been in Guinea in like manner and certain Indians from Guanahani who wished to go with him, so that afterwards they might return to their country. In the Admiral's opinion he was 42 degrees distant from the equinoctial line toward the north, but the text from which this is copied is defaced; and he says that he must strive to go to the Great Khan as he thought he was in that vicinity or at the city of Cathay which is the city of the Great Khan. He says that this city is very great, according to what was said to him before he left Spain. He says all this country is low and beautiful and the sea is deep.","10",NA,NA
1492-10-31,"31","OCTOBER","1492","All Tuesday night he went beating about and saw a river which he could not enter as the mouth was shallow: and the Indians thought that the ships could enter as their canoes entered, and sailing onward he found a cape which projected very far out and was surrounded by shoals and he saw an inlet or bay where small ship could remain, and he could not reach it, because the wind had shifted entirely to the north and all the coast extended to the north-north-west and south-east and another cape which he saw ahead of him projected farther out. For this reason and because the sky indicated a strong wind he had to return to the Rio de Mares.","10",NA,NA
1492-11-01,"1","NOVEMBER","1492","At sunrise the Admiral sent the boats to land to the houses which were there and they found that all the people had fled: and after some time a man appeared and the Admiral ordered that they should be left to become re-assured and the boats returned, and after having eaten he again sent to land one of the Indians he was carrying, who from a distance called to them saying that they must not be afraid because the Spaniards were good people and did no harm to any one; neither were they from the Great Khan, rather had they given of their possessions in many islands where they had been. And the Indian started to swim and went to land, and two of the Indians there took him by the arms and conducted him to a house where they questioned him. And as they were sure that no harm would be done them, they were re-assured and then there came to the ships more than sixteen rafts or canoes with spun cotton and other little things of theirs, of which the Admiral ordered that nothing should be taken that they might know that the Admiral was seeking nothing except gold which they call nucay: and thus during dl the day they went and came from land to the ships, and the Christians went to land in great security. The Admiral did not see any of them have gold but the Admiral says he saw one of them have a piece of wrought silver fastened to his nose, which be took as an indication that there was silver in the country. They said by signs that before three days there would come many merchants from the country inland to buy the things which the Christians brought there, and they would give news from the King of the country, who, according to what they could understand by the signs they made was four days journey distant from there, because they had sent many people through all the country, to tell them about the Admiral. These people, says the Admiral, are of the same quality and have the same customs as the others which have been found, without any sect that I know, as until the present I have not seen these I am bringing with me make any prayer but instead they say the Salve and the Ave Maria with the hands raised to heaven as they are shown, and they make the sign of the cross. All the language also is one and they are all friends and I believe that all these islands are friendly, and that they are at war with the Great Khan, whom they call Cavila and the province Bafan, and thus they also go naked like the others The Admiral says this. He says that the river is very deep and the ships can approach their sides to the land, in the mouth. The water is not fresh until within a league of the mouth and there it is very fresh. And it is certain says the Admiral that this is the mainland and that I am, he says, before Zayto and Guinsay, 100 leagues a little more or a little less, distant from both, and it is well shown by the sea which comes in a different manner than it has come up to the present, and yesterday as he was going to the north-west he found that it was becoming cold.","11",NA,NA
1492-11-02,"2","NOVEMBER","1492","The Admiral decided to send two Spaniards, the one named Rodrigo de Jerez who lived in Ayamonte and the other one Luis de Torres, who had lived with the Adelantado of Murcia, and had been a Jew and who he says knew how to speak Hebrew and Chaldean and even some Arabic: and with these men he sent two Indians, one of those he was taking with him from Guanahani and the other from those houses situated on the River. He gave them strings of beads to buy something to eat if it should fail them and six days time in which to return. He gave them specimens of spices to see if they came across any of them. He gave them instructions as to how they must ask for the King of that country and as to what they were to say on the part of the Sovereigns of Castile, how they sent the Admiral that he might give to the King on their part their letters and a present, and in order to learn of his state and gain friendship with him that he might favour them in whatever they might need, etc.: and that they might learn of certain provinces and harbours and rivers of which the Admiral had information and how far distant they were from there, etc. This night the Admiral took the altitude here with a quadrant and he found that he was 42 degrees distant from the equinoctial line and he says that by his computation he found that he had gone from the island of Hierro 1142 leagues, and he still affirms that that country is the mainland.","11",NA,NA
1492-11-03,"3","NOVEMBER","1492","In the morning the Admiral entered the boat and as the river forms a great lake at the mouth which makes a very remarkable harbour very deep and free from rocks, a very good beach to run the ships aground in order to clean the hulls, and there is a great deal of wood,--he went up the river until he reached fresh water, which might be about two leagues and ascended a slight elevation to learn something of the country, and he could not see anything because of the large groves which were very fresh and odorous, on account of which he says he has no doubt that there are aromatic herbs. He says that everything he saw was so beautiful that the eyes could not weary of seeing such beauty nor could one weary of the songs of the birds, both large and small. That day many rafts or canoes came to the ships to barter things made of spun cotton and the nets in which they slept, which are hammocks.","11",NA,NA
1492-11-04,"4","NOVEMBER","1492","Then at dawn the Admiral entered the boat and went to land to hunt some birds which he had seen the day before. After his return, Martin Alonzo Pinzon came to him with two pieces of cinnamon and said that a Portuguese he had on his ship had seen an Indian who was carrying two very large handfuls of it, but that he had not dared to trade with him for it on account of the prohibition of the Admiral that no one should do any trading. He said further that the Indian had some bright reddish things like nuts. The Boatswain of the Pinta said that he had found trees of cinnamon. The Admiral then went there and found that it was not cinnamon. The Admiral showed cinnamon and pepper to some Indians in that place--it appears that it was from that which they were carrying from Castile as a specimen--and he says that they recognised it and they said by signs that near there, there was a great deal of it toward the south-east. He showed them gold and pearls and certain old men replied that in a place they called Bohio there was an infinite quantity of gold, and that they wore it at the neck and in the ears and on the arms and on the legs, and also pearls. He understood further that they said there were large ships and merchandise and all this was to the south-east. He understood also that a long distance from there, there were men with one eye and others with dogs' snouts who ate men and that on taking a man they beheaded him and drank his blood and cut off his genital parts. The Admiral determined to return to the ship and await the two men he had sent in order to decide to start and search for those lands, unless, these men brought some good news of what he desired. The Admiral says further--""""These people are very meek and very fearful, naked as I have said, without arms and without government. These lands are very fertile. They are full of 'mames' which are like carrots and taste like chestnuts and they have 'faxones' and beans very different from ours, and a great deal of cotton, which they do not sow and which grows in the mountains, large trees of it: and I believe they have it ready to gather all the time because I saw the pods opened and others which were opening and flowers all on one tree and a thousand other kinds of fruits of which it is not possible for me to write and it must all be a profitable thing."""" The Admiral says all this.","11",NA,NA
1492-11-05,"5","NOVEMBER","1492","At dawn he ordered the small ship beached in order to clean the hull and the other ships also, but not all together: but that two should remain all the time in the place where they were for security, although he says that those people were very safe and they could have beached all the ships together without fear. Being in this condition, the Boatswain of the Nina came to beg a reward from the Admiral because he had found mastic, but he did not bring a specimen because he had lost it. The Admiral promised him the reward and sent Rodrigo Sanchez and Master Diego to the trees, and they brought a little of it which he kept to carry to the Sovereigns and also some of the tree and he says that he knew that it was mastic. Although it must be gathered at the right time: and that there was enough in that vicinity to procure 1000 quintals each year. He says that he found near there a great deal of that wood which is called aloe. He says further that the Puerto de Mares is one of the best harbours in the world and has the best climate and the quietest people and as it has a point formed by a high rocky hillock a fortress can be made, so that if rich and great things should come out of this country, the merchants would be secure there from any other nations whatever. And he says,--""""May Our Lord, in whose hands are all the victories, dispose all that which is for His service."""" He says that an Indian said by signs that the mastic was good for pains in the stomach.","11",NA,NA
1492-11-06,"6","NOVEMBER","1492","Yesterday in the night, says the Admiral, the two men whom he had sent inland to see the country came back and told him how they bad gone twelve leagues as far as a village of fifty houses, where he says there were a thousand inhabitants, as a great many live in one house. These houses are like very large pavilions. The Spaniards said that the Indians received them with great solemnity according to their custom and all the men as well as the women came to see them and lodged them in the best houses. The Indians touched them and kissed their hands and feet wondering, and believing that they came from heaven, and thus they gave them to understand. They gave them to eat from what they had. They said that on arriving, the most honourable persons of the village conducted them by the arms to the principal house and gave them two chairs in which they sat down and they all seated themselves on the floor around them. The Indian who went with them told them how the Christians lived and how they were good people. Afterwards the men went out and the women entered and seated themselves in the same manner around them, kissing their hands and feet, trying them to see if they were of flesh and of bone like themselves. They begged them to remain there with them at least five days. They showed the Indians the cinnamon and pepper and other spices which the Admiral had given them and these told them by signs that there was a great deal of it near there to the south-east: but that they did not know if they had it in that place. Having seen that there were no rich cities they returned and it they had desired to make a place for those who wished to come with them, that more than 500 men and women would have come with them, because they thought they were returning to heaven. There came with them however one of the principal men of the village and his son and one of his men. The Admiral talked with them, paid them great honour and he this Indian indicated to him many lands and islands there were in those parts and he thought to bring them to the Sovereigns: and he says he did not know what the Indian desired of him, hut it appears that because of fear and in the darkness of night he desired to land, and the Admiral says that as he had the ship dry on land, and not wishing to irritate him, he let him go, saying that at dawn be would return, but he never returned. The two Christians found on the way many people who were crossing to their villages, men and women with a half burned wood in their hands and herbs to smoke, which they are in the habit of doing. They did not find on the way a village of more than five houses, and all gave them the same welcome. They saw many kinds of trees and grasses and sweetsmelling flowers. They saw many kinds of birds different from those in Spain, excellent partridge and nightingales, which sang, and geese, and of these there is a very great number there. They saw no four-footed beasts except dogs which did not bark. The land is very fertile and very well cultivated with those """"mames"""" and """"fexoes"""" and beans very different from ours, that same panic-grass and a great quantity of cotton gathered and spun and worked, and they said that in one house alone they had seen more than five hundred arrobas and that there could be had there each year, four thousand quintals. The Admiral says that it appeared to him they did not sow it and that it bears fruit all the year: it is very fine, and has a very large pod. All that these people had, he says, they gave for a very miserable price and that they gave one great basket of cotton for the end of a leather strap or any other thing that was given them. They are a people, says the Admiral, very free from evil or from war. All the men and women are naked as their mothers gave them birth. It is true that the women wear a cotton thing only large enough to cover their genital parts and no more and they are of very good presence, neither very black but less so than the inhabitants of the Canaries. """"I have to say Most Serene Princes (says the Admiral) that by means of devout religious persons knowing their language well, all would soon become Christians: and thus I hope in our Lord that your Highnesses will appoint such persons with great diligence in order to turn to the Church such great peoples, and that they will convert them, even as they have destroyed those who would not confess the Father and the Son and the Holy Spirit: and after their days as we are all mortal, they will leave their realms in a very tranquil condition and freed from heresy and wickedness, and will be well received before the Eternal Creator, Whom may it please to give them a long life and a great increase of larger realms and dominions, and the will and disposition to spread the holy Christian religion, as they have done up to the present time, Amen.--To-day I will launch the ship and make haste to start Thursday in the name of God to go to the south-east and seek gold and spices and discover land."""" These are the words of the Admiral, who thought to start on Thursday. But as the wind was contrary, he could not start until Nov. 12.","11",NA,NA
1492-11-12,"12","NOVEMBER","1492","He started from the harbour and river of Alares at the passing of the quarter of dawn to go to an island which the Indians he was taking positively affirmed was called Babeque, where, as they said by signs, the people on it gather gold with candles at night in the sand and afterwards with a hammer he says they make bars of it, and in order to go to this island it was necessary to turn the prow to the east, quarter south-east. After having gone eight leagues forward along the coast he found a river and then having gone another four, he found another river which appeared very rich and larger than any of the others he had found. He did not wish to stop or enter any of them on two accounts, the principal one that the weather and wind were good to go in search of the said island of Babeque, the other because if there should be any populous or famous city upon it, it would appear near the sea, and in order to go up the river small vessels were necessary, which those they had were not, and thus he would also lose much time, and the similar rivers are a thing to be discovered by one's self. All that coast was principally populated near the river, to which he gave the name of El Rio del Sol. He said that Sunday before, November 11, it had appeared to him that it would be well to take some persons from those dwelling by that river in order to take them to the Sovereigns that they might learn our language so as to know what there is in the country, and that in returning they may speak the language of the Christians and take our customs and the things of the Faith, """"Because I see and know (says the Admiral) that this people have no sect whatever nor are they idolaters, but very meek and without knowing evil, or killing others or capturing them and without arms, and so timorous that a hundred of them flee from one of our people, although they may jest with them: and they are credulous and they know that there is a God in heaven, and they firmly believe that we have come from heaven: and they learn very quickly whatever prayer we tell them to say and they make the sign of the cross So that your Highnesses must resolve to make them Christians, as I believe that if they commence, in a short time a multitude of peoples will have been converted to our Holy Faith acquiring great domains and riches and all their villages for Spain: because without doubt there is a very great quantity of gold in this land, as these Indians I am bringing say, not without cause, that there are places in these islands where they dig the gold and wear it at the neck and in the ears and on the arms and on the legs and there are very heavy bracelets and also there are precious stones and pearls and an infinite quantity of spices. And in this river of Alures from whence I started last night, without doubt there is a very great quantity of mastic, and there may be more if it is desired that there should be more, because in planting the trees they grow easily and there are a great quantity and very large ones, and the leaf is like the mastic-tree and the fruit, except that the trees as well as the leaves are larger, as Pliny says, and as I have seen on the island of Scio in the Archipelago. And I ordered many of these trees tapped to see if resin would flow out in order to bring some, and as it has rained all the time I have been in the said river I have not been able to get any of it, except a very small quantity which I am bringing to your Highnesses, and also it may be that it is not the time to tap them; as for this purpose I believe that the end of the winter when the trees are about to bloom is suitable: and here they already have the fruit almost ripe it the present time. And also there will be a great quantity of cotton here, and I believe that it would he sold very well here without taking it to Spain, but to the great cities of the Great Khan which will without doubt be discovered, and to many other cities belonging to other Lords which will come to serve your Highnesses, and where other things from Spain and the lands of the east will be taken, since these are to the west of us. And here there is also an infinite quantity of aloes, although it is not a thing which will produce great riches but from the mastic much is to be expected, because there is none except in the said island of Scio, and I believe that they derive from it fifty thousand ducats, if I do not remember wrongly. And there is here in the mouth of the river the best harbour that I have seen until the present time, clear and wide and deep and a good situation and strong place to construct a village; and any ships whatever can approach their sides to the banks and the land is very temperate and high and the waters are very good. Yesterday there came to the side of the ship a canoe with six youths upon it and five of them entered the ship: these I ordered kept and I am bringing them with me. And afterwards I sent to a house which is west of the river and they brought seven women, small and large, and three children. I did this that the men might conduct themselves better in Spain by having women from their country than they would without them: as it had already happened many other times in taking the men from Guinea that they might learn the language in Portugal--that after they returned and it was thought that they might be made use of in their country on account of the good company they had had and the presents which had been given them, that they never appeared after arriving there. Others did not act in this manner. So that having their wives they will be willing to undertake what is desired of them, and also these women will teach our people their language, which is all one in all these islands of India and all understand each other and all go with their canoes, which is not the case in Guinea where there are a thousand kinds of languages so that one does not understand the other. This night there came to the side of the vessel the husband of one of these women and the father of the three children who were a male and two females and asked that I might let him come with them and it pleased me greatly, and they are now all consoled so they must all be relatives, and he is a man of already forty-five years."""" All these are the exact words of the Admiral. He also says above that it was somewhat cold and on this account it would not be good judgment to navigate to the north in winter in order to make discoveries. He sailed this Monday until sunset eighteen leagues to the east quarter south-east as far as a cape, which he named the Cabo de Cuba.","11",NA,NA
