year,region,christianity_protestant,christianity_romancatholic,christianity_easternorthodox,christianity_anglican,christianity_other,christianity_all,judaism_orthodox,judaism_conservative,judaism_reform,judaism_other,judaism_all,islam_sunni,islam_shi’a,islam_ibadhi,islam_nationofislam,islam_alawite,islam_ahmadiyya,islam_other,islam_all,buddhism_mahayana,buddhism_theravada,buddhism_other,buddhism_all,zoroastrianism_all,hinduism_all,sikhism_all,shinto_all,baha’i_all,taoism_all,jainism_all,confucianism_all,syncretism_all,animism_all,noreligion_all,otherreligion_all,religion_all,population,world_population,protestant_percent,romancatholic_percent,easternorthodox_percent,anglican_percent,otherchristianity_percent,christianity_percent,orthodox_percent,conservative_percent,reform_percent,otherjudaism_percent,judaism_percent,sunni_percent,shi’a_percent,ibadhi_percent,nationofislam_percent,alawite_percent,ahmadiyya_percent,otherislam_percent,islam_percent,mahayana_percent,theravada_percent,otherbuddhism_percent,buddhism_percent,zoroastrianism_percent,hinduism_percent,sikhism_percent,shinto_percent,baha’i_percent,taoism_percent,jainism_percent,confucianism_percent,syncretism_percent,animism_percent,noreligion_percent,otherreligion_percent,religion_sumpercent,total_percent,worldpopulation_percent
1990,Europe,104482885,288130151,108099811,26146960,20767737,547627544,0,0,0,4094416,4094416,0,0,0,0,0,0,43630843,43630843,0,0,1260132,1260132,610,545390,228000,0,100313,0,11531,9900,243791,970327,236076477,11143445,609866242,845942719,5313000000,0.1235,0.3406,0.1278,0.0309,0.0245,0.6474,0,0,0,0.0048,0.0048,0,0,0,0,0,0,0.0516,0.0516,0,0,0.0015,0.0015,0,0.0006,0.0003,0,0.0001,0,0,0,0.0003,0.0011,0.2791,0.0132,0.7209,1,0.1592
1990,Mideast,818833,4910719,7744332,325884,2272383,16072151,3350310,184083,147266,64729,3746388,224829822,73787108,1095087,0,9123315,0,120000,308955332,0,0,114686,114686,500030,318199,48899,0,224304,0,0,0,28966,3276509,1641499,3027037,336312501,337954000,5313000000,0.0024,0.0145,0.0229,0.001,0.0067,0.0476,0.0099,0.0005,0.0004,0.0002,0.0111,0.6653,0.2183,0.0032,0,0.027,0,0.0004,0.9142,0,0,0.0003,0.0003,0.0015,0.0009,0.0001,0,0.0007,0,0,0,0.0001,0.0097,0.0049,0.009,0.9951,1,0.0636
1990,West. Hem,164839479,452042394,7536184,8081365,10817553,643316975,1045005,1742000,2310987,1684106,6782098,2244386,300371,0,0,0,0,339500,2884257,0,0,2373664,2373664,62501,1205851,258517,61724,1288261,423888,6410,0,9701954,652668,36292691,10963922,679982690,707106969,5313000000,0.2331,0.6393,0.0107,0.0114,0.0153,0.9098,0.0015,0.0025,0.0033,0.0024,0.0096,0.0032,0.0004,0,0,0,0,0.0005,0.0041,0,0,0.0034,0.0034,0.0001,0.0017,0.0004,0.0001,0.0018,0.0006,0,0,0.0137,0.0009,0.0513,0.0155,0.9616,1.013,0.1331
1995,Africa,79905787,105118187,24093088,29167586,76505476,314790124,0,0,0,121360,121360,20999665,100790,0,0,0,0,142495298,163595753,0,0,66300,66300,782,1317227,40993,0,1246159,0,61627,0,48635,74918182,5092209,4358649,560565791,565658000,5670000000,0.1413,0.1858,0.0426,0.0516,0.1353,0.5565,0,0,0,0.0002,0.0002,0.0371,0.0002,0,0,0,0,0.2519,0.2892,0,0,0.0001,0.0001,0,0.0023,0.0001,0,0.0022,0,0.0001,0,0.0001,0.1324,0.009,0.0077,0.991,1,0.0998
1995,Asia,66184385,109255711,11265805,5317003,67756209,259779112,0,0,0,195111,195111,445529796,25290656,0,0,0,200000,135147937,606168389,0,41223800,366985753,408209553,247242,717365785,18492938,96076062,2435313,6283673,4014448,1223947,492135244,112240465,574222830,11549727,2736417009,3228425512,5670000000,0.0205,0.0338,0.0035,0.0016,0.021,0.0805,0,0,0,0.0001,0.0001,0.138,0.0078,0,0,0,0.0001,0.0419,0.1878,0,0.0128,0.1137,0.1264,0.0001,0.2222,0.0057,0.0298,0.0008,0.0019,0.0012,0.0004,0.1524,0.0348,0.1779,0.0036,0.8476,1.0255,0.5694
1995,Europe,70685728,258950188,131764854,26230600,24375882,512007252,0,0,0,2565349,2565349,3784461,4747438,0,0,0,0,33010394,41542293,0,0,1497063,1497063,731,699215,294718,0,129783,0,13413,9562,302461,1232015,176181859,9476286,569770141,745952000,5670000000,0.0948,0.3471,0.1766,0.0352,0.0327,0.6864,0,0,0,0.0034,0.0034,0.0051,0.0064,0,0,0,0,0.0443,0.0557,0,0,0.002,0.002,0,0.0009,0.0004,0,0.0002,0,0,0,0.0004,0.0017,0.2362,0.0127,0.7638,1,0.1316
1995,Mideast,1011208,5202572,8372389,417230,2020163,17023562,4140045,227475,181980,88874,4638374,241259390,86131745,1229556,0,11824580,0,250400,340695671,0,0,0,0,472500,4791,1166,0,278675,0,0,0,0,3534249,323129,7143883,373792871,374116000,5670000000,0.0027,0.0139,0.0224,0.0011,0.0054,0.0455,0.0111,0.0006,0.0005,0.0002,0.0124,0.6449,0.2302,0.0033,0,0.0316,0,0.0007,0.9107,0,0,0,0,0.0013,0,0,0,0.0007,0,0,0,0,0.0094,0.0009,0.0191,0.9991,1,0.066
1995,West. Hem,167722189,484088201,7364578,7948471,14691480,681814919,1003301,1672940,2210662,1665209,6552112,2246832,303545,0,0,0,0,438123,2988500,0,0,2182414,2182414,765727,1481887,245269,60945,757649,237633,6684,40478,10533280,981414,46460699,9375141,718024052,754990021,5670000000,0.2222,0.6412,0.0098,0.0105,0.0195,0.9031,0.0013,0.0022,0.0029,0.0022,0.0087,0.003,0.0004,0,0,0,0,0.0006,0.004,0,0,0.0029,0.0029,0.001,0.002,0.0003,0.0001,0.001,0.0003,0,0.0001,0.014,0.0013,0.0615,0.0124,0.951,1.0126,0.1332
2000,Africa,93403462,119734890,28207100,32521170,62890027,336756649,0,0,0,104482,104482,178749834,9545726,0,0,0,0,207762,188503322,0,0,142869,142869,845,1902086,53080,0,1083236,0,69013,0,77232,78607573,5809663,5854951,613155338,618965000,6077000000,0.1509,0.1934,0.0456,0.0525,0.1016,0.5441,0,0,0,0.0002,0.0002,0.2888,0.0154,0,0,0,0,0.0003,0.3045,0,0,0.0002,0.0002,0,0.0031,0.0001,0,0.0018,0,0.0001,0,0.0001,0.127,0.0094,0.0095,0.9906,1,0.1019
2000,Asia,99313991,111594438,10333466,5166213,30483936,256892044,0,0,0,148450,148450,622088650,51736919,0,0,0,500000,23364060,697689629,4130422,113240351,264339459,381710232,84816,870077984,19356059,97027500,2148598,9749928,4231099,3735637,549045116,77705808,584748329,5859144,2975462044,3488405040,6077000000,0.0285,0.032,0.003,0.0015,0.0087,0.0736,0,0,0,0,0,0.1783,0.0148,0,0,0,0.0001,0.0067,0.2,0.0012,0.0325,0.0758,0.1094,0,0.2494,0.0055,0.0278,0.0006,0.0028,0.0012,0.0011,0.1574,0.0223,0.1676,0.0017,0.853,1.0206,0.574
2000,Europe,69356298,252170341,209425163,22751244,17404399,571107445,0,0,0,2243767,2243767,36589221,5201755,0,0,0,0,5938865,47729841,0,0,3099355,3099355,4782,764336,396383,0,77628,36,15296,0,129943,78139,113729094,6220838,631867789,745596883,6077000000,0.093,0.3382,0.2809,0.0305,0.0233,0.766,0,0,0,0.003,0.003,0.0491,0.007,0,0,0,0,0.008,0.064,0,0,0.0042,0.0042,0,0.001,0.0005,0,0.0001,0,0,0,0.0002,0.0001,0.1525,0.0083,0.8475,1,0.1227
2000,Mideast,1320096,5009970,9124040,9467,1215280,16678853,4471831,245705,196564,41977,4956077,275058426,87053540,1360367,0,12568650,36000,0,376076983,0,0,88823,88823,445000,1141268,15420,0,142471,0,0,0,0,5898000,1775785,2563620,408006515,409782300,6077000000,0.0032,0.0122,0.0223,0,0.003,0.0407,0.0109,0.0006,0.0005,0.0001,0.0121,0.6712,0.2124,0.0033,0,0.0307,0.0001,0,0.9177,0,0,0.0002,0.0002,0.0011,0.0028,0,0,0.0003,0,0,0,0,0.0144,0.0043,0.0063,0.9957,1,0.0674
2000,West. Hem,180216747,490124294,7266522,7843167,24037463,709488193,961597,1603882,2110338,1317719,5993536,2501568,334752,0,0,0,0,1212145,4048465,808358,0,2406419,3214777,1468955,1720060,232021,161765,628141,50238,6959,81105,13592264,4457945,76349251,13043974,758188398,823033224,6077000000,0.219,0.5955,0.0088,0.0095,0.0292,0.862,0.0012,0.0019,0.0026,0.0016,0.0073,0.003,0.0004,0,0,0,0,0.0015,0.0049,0.001,0,0.0029,0.0039,0.0018,0.0021,0.0003,0.0002,0.0008,0.0001,0,0.0001,0.0165,0.0054,0.0928,0.0158,0.9212,1.014,0.1354
2005,Africa,113662262,143240680,32751099,34399221,72948696,397001958,0,0,0,105776,105776,202118074,10758965,0,0,0,0,248681,213125720,0,0,182161,182161,838,2118924,61177,0,1082939,31,73053,10004,84834,79035014,7178005,3562566,696444995,703623000,6436000000,0.1615,0.2036,0.0465,0.0489,0.1037,0.5642,0,0,0,0.0002,0.0002,0.2873,0.0153,0,0,0,0,0.0004,0.3029,0,0,0.0003,0.0003,0,0.003,0.0001,0,0.0015,0,0.0001,0,0.0001,0.1123,0.0102,0.0051,0.9898,1,0.1093
2005,Asia,102910261,121326959,9704939,5492661,35840274,275275093,0,0,0,127286,127286,659270884,53399804,0,0,0,543367,36207787,749421842,13240607,156829163,296031348,466101118,91049,940599251,20940691,107029655,2306979,12228350,4574392,3751375,555845044,79217233,524304023,11552004,3229061362,3666155352,6436000000,0.0281,0.0331,0.0026,0.0015,0.0098,0.0751,0,0,0,0,0,0.1798,0.0146,0,0,0,0.0001,0.0099,0.2044,0.0036,0.0428,0.0807,0.1271,0,0.2566,0.0057,0.0292,0.0006,0.0033,0.0012,0.001,0.1516,0.0216,0.143,0.0032,0.8808,1.0238,0.5696
2005,Europe,68977106,249539088,195164244,21378217,24278988,559337643,0,0,0,2123463,2123463,39933303,6691863,0,0,410000,0,4195351,51230517,0,0,3059535,3059535,5105,996551,412726,0,61087,2178,17648,0,426992,186360,114977698,11924097,629783902,744761600,6436000000,0.0926,0.3351,0.262,0.0287,0.0326,0.751,0,0,0,0.0029,0.0029,0.0536,0.009,0,0,0.0006,0,0.0056,0.0688,0,0,0.0041,0.0041,0,0.0013,0.0006,0,0.0001,0,0,0,0.0006,0.0003,0.1544,0.016,0.8456,1,0.1157
2005,Mideast,1798732,4861634,9773642,10740,1792749,18237497,5222943,31654,21102,33726,5309425,297361142,93682310,1415383,0,15583460,0,112400,408154695,0,0,105908,105908,19500,1454979,17500,0,152950,0,0,0,0,7079400,2652435,2774564,443306418,445958853,6436000000,0.004,0.0109,0.0219,0,0.004,0.0409,0.0117,0.0001,0,0.0001,0.0119,0.6668,0.2101,0.0032,0,0.0349,0,0.0003,0.9152,0,0,0.0002,0.0002,0,0.0033,0,0,0.0003,0,0,0,0,0.0159,0.0059,0.0062,0.9941,1,0.0693
2005,West. Hem,203594477,494915555,7730972,7756664,26881608,740879276,1048228,1747197,2321199,1487754,6604378,2944529,386845,0,0,0,0,1190198,4521572,858297,0,3810102,4668399,1559581,2191657,437055,191600,705878,64811,79864,89362,12979998,5830711,94709150,9231306,790035448,875196370,6436000000,0.2326,0.5655,0.0088,0.0089,0.0307,0.8465,0.0012,0.002,0.0027,0.0017,0.0075,0.0034,0.0004,0,0,0,0,0.0014,0.0052,0.001,0,0.0044,0.0053,0.0018,0.0025,0.0005,0.0002,0.0008,0.0001,0.0001,0.0001,0.0148,0.0067,0.1082,0.0105,0.9027,1.0109,0.136
2010,Africa,143752568,165943467,38254839,38701490,73353476,460005841,0,0,0,106121,106121,234059830,12052097,0,0,0,0,292545,246404472,0,0,224181,224181,951,2347387,74969,0,1183246,62,91857,20009,97374,77615288,8889456,2431187,790602945,799492401,6839000000,0.1798,0.2076,0.0478,0.0484,0.0918,0.5754,0,0,0,0.0001,0.0001,0.2928,0.0151,0,0,0,0,0.0004,0.3082,0,0,0.0003,0.0003,0,0.0029,0.0001,0,0.0015,0,0.0001,0,0.0001,0.0971,0.0111,0.003,0.9889,1,0.1169
2010,Asia,109770301,129766537,9690172,5059090,33635763,287921863,0,0,0,123356,123356,707062171,59850462,0,0,0,500000,37344203,804756836,14043532,165612816,299264578,478920926,94666,1008830303,22509620,108029951,2580737,9860014,4915980,3873075,578913544,81146609,541453380,7479196,3399956676,3857553138,6839000000,0.0285,0.0336,0.0025,0.0013,0.0087,0.0746,0,0,0,0,0,0.1833,0.0155,0,0,0,0.0001,0.0097,0.2086,0.0036,0.0429,0.0776,0.1242,0,0.2615,0.0058,0.028,0.0007,0.0026,0.0013,0.001,0.1501,0.021,0.1404,0.0019,0.8814,1.0217,0.5641
2010,Europe,65717165,244246870,201589183,19997856,26126910,557677984,0,0,0,1378063,1378063,36050392,8609112,0,0,500000,0,6063207,51222711,0,0,1556416,1556416,4404,1125071,490470,0,48120,4320,20000,0,548795,232716,130820732,8937855,623246925,754067657,6839000000,0.0872,0.3239,0.2673,0.0265,0.0346,0.7396,0,0,0,0.0018,0.0018,0.0478,0.0114,0,0,0.0007,0,0.008,0.0679,0,0,0.0021,0.0021,0,0.0015,0.0007,0,0.0001,0,0,0,0.0007,0.0003,0.1735,0.0119,0.8265,1,0.1103
2010,Mideast,2115645,5126980,10901720,16767,1652685,19813797,5517567,33439,22293,31200,5604499,340953009,102299489,1606195,0,3608974,0,152400,448620067,0,0,142503,142503,0,2284384,19000,0,362367,0,0,0,0,8025046,3612800,2808574,487680237,491293037,6839000000,0.0043,0.0104,0.0222,0,0.0034,0.0403,0.0112,0.0001,0,0.0001,0.0114,0.694,0.2082,0.0033,0,0.0073,0,0.0003,0.9131,0,0,0.0003,0.0003,0,0.0046,0,0,0.0007,0,0,0,0,0.0163,0.0074,0.0057,0.9926,1,0.0718
2010,West. Hem,236474406,504625969,8347937,7995216,29049940,786493468,1119839,1866128,2487367,1337936,6811270,3079377,407770,0,0,0,0,991533,4478680,908236,0,3494675,4402911,1651017,2755503,682441,313241,665592,15481,87304,94453,10970832,7244680,103547575,4916120,831582993,928209348,6839000000,0.2548,0.5437,0.009,0.0086,0.0313,0.8473,0.0012,0.002,0.0027,0.0014,0.0073,0.0033,0.0004,0,0,0,0,0.0011,0.0048,0.001,0,0.0038,0.0047,0.0018,0.003,0.0007,0.0003,0.0007,0,0.0001,0.0001,0.0118,0.0078,0.1116,0.0053,0.8959,1.0075,0.1357
